ts,sym,decision_epoch,digit,sigma,ctype,barrier,model_p,model_ev,rtt_ms,cid,status,pnl,exit_lag_s
10:59:09,JD100,1783335546,,4.348,DIGITUNDER,4,0.4165,0.0108,192,4396418419,won,1.22,1
10:59:41,JD100,1783335579,,4.347,DIGITOVER,5,0.4165,0.0108,180,4396467919,lost,-1.0,1
11:00:05,JD100,1783335603,,4.340,DIGITUNDER,4,0.4165,0.0108,265,4396507579,lost,-1.0,1
11:00:07,JD100,1783335605,,4.342,DIGITUNDER,4,0.4165,0.0108,183,4396510359,lost,-1.0,1
11:00:11,JD100,1783335609,,4.344,DIGITOVER,5,0.4165,0.0108,181,4396516579,won,1.22,1
11:00:24,JD100,1783335621,,4.348,DIGITOVER,5,0.4165,0.0108,171,4396533539,won,1.22,1
11:00:57,JD100,1783335654,,4.349,DIGITUNDER,4,0.4165,0.0108,167,4396583239,won,1.22,1
11:00:59,JD100,1783335655,,4.348,DIGITUNDER,4,0.4165,0.0108,164,4396584719,lost,-1.0,1
11:01:01,JD100,1783335659,,4.349,DIGITUNDER,4,0.4165,0.0108,173,4396590019,won,1.22,1
11:01:21,JD100,1783335679,,4.349,DIGITUNDER,4,0.4165,0.0108,150,4396625599,lost,-1.0,1
11:01:23,JD100,1783335681,,4.349,DIGITUNDER,4,0.4165,0.0108,153,4396628339,lost,-1.0,1
11:01:30,JD100,1783335687,,4.349,DIGITUNDER,4,0.4165,0.0108,156,4396636419,lost,-1.0,1
11:01:32,JD100,1783335688,,4.345,DIGITOVER,5,0.4165,0.0108,389,4396639019,lost,-1.0,1
11:01:34,JD100,1783335689,,4.347,DIGITUNDER,4,0.4165,0.0108,175,4396641859,lost,-1.0,1
11:01:54,JD100,1783335712,,4.349,DIGITOVER,5,0.4165,0.0108,623,4396680699,lost,-1.0,1
11:02:01,JD100,1783335718,,4.345,DIGITUNDER,4,0.4165,0.0108,162,4396689899,lost,-1.0,1
11:02:03,JD100,1783335720,,4.340,DIGITUNDER,4,0.4165,0.0108,175,4396692799,lost,-1.0,1
11:02:06,JD100,1783335724,,4.344,DIGITOVER,5,0.4165,0.0108,158,4396699159,lost,-1.0,1
11:02:08,JD100,1783335726,,4.343,DIGITOVER,5,0.4165,0.0108,150,4396702119,won,1.22,1
11:02:14,JD100,1783335731,,4.341,DIGITUNDER,4,0.4165,0.0108,178,4396712179,won,1.22,1
11:02:16,JD100,1783335733,,4.339,DIGITUNDER,4,0.4165,0.0108,141,4396715119,lost,-1.0,1
11:02:20,JD100,1783335737,,4.338,DIGITUNDER,4,0.4165,0.0108,211,4396721619,lost,-1.0,1
11:02:23,JD100,1783335741,,4.338,DIGITOVER,5,0.4165,0.0108,152,4396727679,won,1.22,1
11:02:26,JD100,1783335743,,4.332,DIGITUNDER,4,0.4165,0.0108,148,4396731039,won,1.22,1
11:02:28,JD100,1783335745,,4.338,DIGITUNDER,4,0.4165,0.0108,160,4396734879,lost,-1.0,1
11:02:32,JD100,1783335749,,4.335,DIGITUNDER,4,0.4165,0.0108,146,4396740099,lost,-1.0,1
11:02:34,JD100,1783335750,,4.336,DIGITOVER,5,0.4165,0.0108,182,4396741699,lost,-1.0,1
11:02:36,JD100,1783335754,,4.339,DIGITOVER,5,0.4165,0.0108,168,4396747379,won,1.22,1
11:02:38,JD100,1783335756,,4.339,DIGITUNDER,4,0.4165,0.0108,164,4396750079,won,1.22,1
11:02:50,JD100,1783335768,,4.341,DIGITOVER,5,0.4165,0.0108,149,4396771459,lost,-1.0,1
11:03:08,JD100,1783335785,,4.341,DIGITUNDER,4,0.4165,0.0108,156,4396796579,lost,-1.0,1
11:03:10,JD100,1783335786,,4.337,DIGITOVER,5,0.4165,0.0108,142,4396798199,won,1.22,1
11:03:19,JD100,1783335796,,4.342,DIGITUNDER,4,0.4165,0.0108,159,4396812079,won,1.22,1
11:03:21,JD100,1783335799,,4.339,DIGITOVER,5,0.4165,0.0108,159,4396815939,lost,-1.0,1
11:03:28,JD100,1783335805,,4.339,DIGITUNDER,4,0.4165,0.0108,165,4396823959,lost,-1.0,1
11:03:36,JD100,1783335813,,4.349,DIGITOVER,5,0.4165,0.0108,146,4396837159,lost,-1.0,1
11:03:39,JD100,1783335816,,4.347,DIGITOVER,5,0.4165,0.0108,148,4396840639,won,1.22,1
11:03:47,JD100,1783335825,,4.340,DIGITOVER,5,0.4165,0.0108,157,4396856519,lost,-1.0,1
11:03:55,JD100,1783335833,,4.337,DIGITOVER,5,0.4165,0.0108,155,4396868859,won,1.22,1
11:03:57,JD100,1783335834,,4.329,DIGITOVER,5,0.4165,0.0108,186,4396870119,lost,-1.0,1
11:04:12,JD100,1783335849,,4.317,DIGITUNDER,4,0.4165,0.0108,145,4396889719,lost,-1.0,1
11:04:14,JD100,1783335850,,4.318,DIGITOVER,5,0.4165,0.0108,165,4396891079,won,1.22,1
11:04:16,JD100,1783335852,,4.322,DIGITOVER,5,0.4165,0.0108,175,4396895679,won,1.22,1
11:04:27,JD100,1783335864,,4.335,DIGITOVER,5,0.4165,0.0108,161,4396911799,lost,-1.0,1
11:04:29,JD100,1783335865,,4.337,DIGITUNDER,4,0.4165,0.0108,144,4396913499,lost,-1.0,1
11:04:33,JD100,1783335870,,4.339,DIGITOVER,5,0.4165,0.0108,149,4396919219,won,1.22,1
11:04:39,JD100,1783335876,,4.327,DIGITUNDER,4,0.4165,0.0108,153,4396926839,lost,-1.0,1
11:04:41,JD100,1783335877,,4.329,DIGITOVER,5,0.4165,0.0108,144,4396928159,lost,-1.0,1
11:04:44,JD100,1783335881,,4.335,DIGITOVER,5,0.4165,0.0108,141,4396933559,won,1.22,1
11:04:48,JD100,1783335885,,4.333,DIGITOVER,5,0.4165,0.0108,227,4396938559,won,1.22,1
11:04:51,JD100,1783335888,,4.327,DIGITOVER,5,0.4165,0.0108,154,4396942199,lost,-1.0,1
11:04:56,JD100,1783335893,,4.328,DIGITOVER,5,0.4165,0.0108,174,4396949559,lost,-1.0,1
11:05:07,JD100,1783335904,,4.337,DIGITUNDER,4,0.4165,0.0108,160,4396966279,won,1.22,1
11:05:09,JD100,1783335905,,4.337,DIGITUNDER,4,0.4165,0.0108,169,4396967859,lost,-1.0,1
11:05:13,JD100,1783335910,,4.336,DIGITOVER,5,0.4165,0.0108,1414,4396982099,won,1.22,2
11:05:15,JD100,1783335913,,4.339,DIGITOVER,5,0.4165,0.0108,540,4396986559,won,1.22,1
11:05:18,JD100,1783335915,,4.340,DIGITUNDER,4,0.4165,0.0108,307,4396989019,lost,-1.0,1
11:05:21,JD100,1783335918,,4.340,DIGITOVER,5,0.4165,0.0108,158,4396992499,won,1.22,1
11:05:25,JD100,1783335922,,4.340,DIGITOVER,5,0.4165,0.0108,154,4396997779,lost,-1.0,1
11:05:28,JD100,1783335925,,4.344,DIGITUNDER,4,0.4165,0.0108,151,4397001779,won,1.22,1
11:05:36,JD100,1783335933,,4.343,DIGITOVER,5,0.4165,0.0108,150,4397013259,won,1.22,1
11:05:38,JD100,1783335935,,4.341,DIGITOVER,5,0.4165,0.0108,176,4397018419,won,1.22,1
11:05:40,JD100,1783335936,,4.344,DIGITOVER,5,0.4165,0.0108,154,4397019479,lost,-1.0,1
11:05:42,JD100,1783335939,,4.342,DIGITOVER,5,0.4165,0.0108,155,4397023379,lost,-1.0,1
11:05:44,JD100,1783335941,,4.339,DIGITOVER,5,0.4165,0.0108,147,4397026119,lost,-1.0,1
11:05:51,JD100,1783335948,,4.342,DIGITOVER,5,0.4165,0.0108,146,4397038259,won,1.22,1
11:05:57,JD100,1783335954,,4.335,DIGITOVER,5,0.4165,0.0108,147,4397046479,lost,-1.0,1
11:05:59,JD100,1783335956,,4.336,DIGITUNDER,4,0.4165,0.0108,165,4397049159,lost,-1.0,1
11:06:01,JD100,1783335958,,4.337,DIGITOVER,5,0.4165,0.0108,173,4397052599,won,1.22,1
11:06:06,JD100,1783335963,,4.329,DIGITUNDER,4,0.4165,0.0108,665,4397064279,won,1.22,1
11:06:08,JD100,1783335965,,4.332,DIGITOVER,5,0.4165,0.0108,151,4397067439,lost,-1.0,1
11:06:13,JD100,1783335971,,4.332,DIGITUNDER,4,0.4165,0.0108,173,4397075999,won,1.22,1
11:06:17,JD100,1783335974,,4.333,DIGITUNDER,4,0.4165,0.0108,167,4397081679,won,1.22,1
11:06:20,JD100,1783335977,,4.330,DIGITOVER,5,0.4165,0.0108,228,4397086259,lost,-1.0,1
11:06:28,JD100,1783335985,,4.335,DIGITOVER,5,0.4165,0.0108,138,4397099379,won,1.22,1
11:06:31,JD100,1783335988,,4.337,DIGITOVER,5,0.4165,0.0108,177,4397102819,lost,-1.0,1
11:06:46,JD100,1783336004,,4.330,DIGITOVER,5,0.4165,0.0108,592,4397131499,won,1.22,1
11:06:49,JD100,1783336005,,4.327,DIGITOVER,5,0.4165,0.0108,149,4397132999,won,1.22,1
11:06:55,JD100,1783336012,,4.331,DIGITUNDER,4,0.4165,0.0108,148,4397142759,lost,-1.0,1
11:06:57,JD100,1783336014,,4.332,DIGITOVER,5,0.4165,0.0108,157,4397145159,won,1.22,1
11:06:59,JD100,1783336015,,4.332,DIGITOVER,5,0.4165,0.0108,159,4397146699,lost,-1.0,1
11:07:05,JD100,1783336022,,4.329,DIGITUNDER,4,0.4165,0.0108,169,4397158479,lost,-1.0,1
11:07:09,JD100,1783336027,,4.340,DIGITUNDER,4,0.4165,0.0108,152,4397165639,won,1.22,1
11:07:11,JD100,1783336029,,4.338,DIGITOVER,5,0.4165,0.0108,158,4397169099,lost,-1.0,1
11:07:13,JD100,1783336031,,4.337,DIGITOVER,5,0.4165,0.0108,167,4397172179,won,1.22,1
11:07:21,JD100,1783336038,,4.331,DIGITUNDER,4,0.4165,0.0108,150,4397184379,lost,-1.0,1
11:07:29,JD100,1783336046,,4.333,DIGITUNDER,4,0.4165,0.0108,153,4397197219,lost,-1.0,1
11:07:35,JD100,1783336052,,4.337,DIGITOVER,5,0.4165,0.0108,146,4397208719,lost,-1.0,1
11:07:37,JD100,1783336053,,4.337,DIGITUNDER,4,0.4165,0.0108,150,4397210319,won,1.22,1
11:07:39,JD100,1783336056,,4.341,DIGITOVER,5,0.4165,0.0108,140,4397216519,lost,-1.0,1
11:07:43,JD100,1783336061,,4.342,DIGITOVER,5,0.4165,0.0108,165,4397223919,lost,-1.0,1
11:07:49,JD100,1783336066,,4.344,DIGITUNDER,4,0.4165,0.0108,135,4397233239,lost,-1.0,1
11:07:53,JD100,1783336070,,4.342,DIGITUNDER,4,0.4165,0.0108,202,4397239379,won,1.22,1
11:07:55,JD100,1783336071,,4.342,DIGITUNDER,4,0.4165,0.0108,155,4397241099,lost,-1.0,1
11:07:57,JD100,1783336074,,4.345,DIGITUNDER,4,0.4165,0.0108,176,4397245739,won,1.22,1
11:37:07,JD100,1783337824,,4.348,DIGITUNDER,4,0.4165,0.0108,185,4400077639,lost,-1.0,1
11:37:10,JD100,1783337828,,4.349,DIGITOVER,5,0.4165,0.0108,173,4400083239,lost,-1.0,1
11:37:49,JD100,1783337867,,4.349,DIGITUNDER,4,0.4165,0.0108,227,4400145399,won,1.22,1
11:37:51,JD100,1783337869,,4.347,DIGITUNDER,4,0.4165,0.0108,162,4400148079,lost,-1.0,1
11:37:57,JD100,1783337875,,4.344,DIGITOVER,5,0.4165,0.0108,187,4400156659,lost,-1.0,1
11:37:59,JD100,1783337877,,4.343,DIGITUNDER,4,0.4165,0.0108,163,4400159439,lost,-1.0,1
11:38:03,JD100,1783337881,,4.337,DIGITOVER,5,0.4165,0.0108,291,4400166599,lost,-1.0,1
11:38:07,JD100,1783337885,,4.334,DIGITUNDER,4,0.4165,0.0108,176,4400172579,won,1.22,1
11:38:14,JD100,1783337892,,4.327,DIGITUNDER,4,0.4165,0.0108,146,4400182299,lost,-1.0,1
11:38:16,JD100,1783337893,,4.327,DIGITOVER,5,0.4165,0.0108,165,4400183639,lost,-1.0,1
11:38:18,JD100,1783337894,,4.327,DIGITUNDER,4,0.4165,0.0108,171,4400184699,lost,-1.0,1
11:38:21,JD100,1783337899,,4.321,DIGITUNDER,4,0.4165,0.0108,171,4400191679,lost,-1.0,1
11:38:26,JD100,1783337903,,4.317,DIGITUNDER,4,0.4165,0.0108,156,4400198179,won,1.22,1
11:38:28,JD100,1783337904,,4.323,DIGITUNDER,4,0.4165,0.0108,151,4400200179,lost,-1.0,1
11:38:30,JD100,1783337908,,4.327,DIGITOVER,5,0.4165,0.0108,157,4400208319,lost,-1.0,1
11:38:32,JD100,1783337910,,4.323,DIGITUNDER,4,0.4165,0.0108,147,4400211119,won,1.22,1
11:38:38,JD100,1783337915,,4.323,DIGITOVER,5,0.4165,0.0108,149,4400218159,lost,-1.0,1
11:38:44,JD100,1783337922,,4.323,DIGITOVER,5,0.4165,0.0108,166,4400229079,lost,-1.0,1
11:38:55,JD100,1783337932,,4.328,DIGITOVER,5,0.4165,0.0108,152,4400244259,lost,-1.0,1
11:38:58,JD100,1783337935,,4.330,DIGITUNDER,4,0.4165,0.0108,1004,4400254179,lost,-1.0,1
11:39:00,JD100,1783337937,,4.332,DIGITUNDER,4,0.4165,0.0108,171,4400256859,won,1.22,1
11:39:03,JD100,1783337941,,4.336,DIGITUNDER,4,0.4165,0.0108,164,4400263419,lost,-1.0,1
11:39:10,JD100,1783337948,,4.312,DIGITUNDER,4,0.4165,0.0108,170,4400273339,lost,-1.0,1
11:39:12,JD100,1783337949,,4.314,DIGITOVER,5,0.4165,0.0108,172,4400275119,lost,-1.0,1
11:39:15,JD100,1783337952,,4.317,DIGITOVER,5,0.4165,0.0108,479,4400279419,won,1.22,1
11:39:17,JD100,1783337953,,4.323,DIGITOVER,5,0.4165,0.0108,399,4400282819,lost,-1.0,1
11:39:20,JD100,1783337956,,4.307,DIGITOVER,5,0.4165,0.0108,190,4400286919,lost,-1.0,1
11:39:22,JD100,1783337957,,4.305,DIGITUNDER,4,0.4165,0.0108,222,4400288559,won,1.22,1
11:39:28,JD100,1783337966,,4.295,DIGITOVER,5,0.4165,0.0108,157,4400305159,won,1.22,1
11:39:32,JD100,1783337969,,4.292,DIGITOVER,5,0.4165,0.0108,170,4400309399,won,1.22,1
11:39:35,JD100,1783337972,,4.292,DIGITUNDER,4,0.4165,0.0108,157,4400314299,lost,-1.0,1
11:39:45,JD100,1783337982,,4.294,DIGITOVER,5,0.4165,0.0108,166,4400329199,lost,-1.0,1
11:39:59,JD100,1783337997,,4.287,DIGITUNDER,4,0.4165,0.0108,148,4400353399,lost,-1.0,1
11:40:01,JD100,1783337999,,4.288,DIGITUNDER,4,0.4165,0.0108,148,4400356119,won,1.22,1
11:40:19,JD100,1783338016,,4.302,DIGITOVER,5,0.4165,0.0108,172,4400383939,lost,-1.0,1
11:40:31,JD100,1783338028,,4.297,DIGITUNDER,4,0.4165,0.0108,146,4400401919,lost,-1.0,1
11:40:33,JD100,1783338029,,4.299,DIGITOVER,5,0.4165,0.0108,189,4400403739,lost,-1.0,1
11:40:35,JD100,1783338032,,4.296,DIGITUNDER,4,0.4165,0.0108,162,4400407439,lost,-1.0,1
11:40:39,JD100,1783338037,,4.292,DIGITOVER,5,0.4165,0.0108,175,4400414819,lost,-1.0,1
11:40:41,JD100,1783338038,,4.292,DIGITUNDER,4,0.4165,0.0108,185,4400415879,won,1.22,1
11:40:53,JD100,1783338050,,4.278,DIGITOVER,5,0.4165,0.0108,147,4400431579,lost,-1.0,1
11:40:55,JD100,1783338051,,4.279,DIGITUNDER,4,0.4165,0.0108,145,4400432839,lost,-1.0,1
11:41:01,JD100,1783338058,,4.290,DIGITOVER,5,0.4165,0.0108,166,4400444079,lost,-1.0,1
11:41:11,JD100,1783338069,,4.293,DIGITOVER,5,0.4165,0.0108,178,4400460039,lost,-1.0,1
11:41:16,JD100,1783338073,,4.298,DIGITUNDER,4,0.4165,0.0108,160,4400465279,won,1.22,1
11:41:21,JD100,1783338079,,4.302,DIGITUNDER,4,0.4165,0.0108,157,4400473959,won,1.22,1
11:41:23,JD100,1783338080,,4.301,DIGITUNDER,4,0.4165,0.0108,150,4400475239,lost,-1.0,1
11:41:30,JD100,1783338087,,4.300,DIGITOVER,5,0.4165,0.0108,158,4400484219,lost,-1.0,1
11:41:37,JD100,1783338094,,4.292,DIGITUNDER,4,0.4165,0.0108,175,4400492379,lost,-1.0,1
11:41:39,JD100,1783338097,,4.288,DIGITOVER,5,0.4165,0.0108,150,4400496779,won,1.22,1
11:41:53,JD100,1783338111,,4.296,DIGITOVER,5,0.4165,0.0108,163,4400514379,lost,-1.0,1
11:42:15,JD100,1783338132,,4.294,DIGITUNDER,4,0.4165,0.0108,150,4400545319,lost,-1.0,1
11:42:17,JD100,1783338134,,4.292,DIGITUNDER,4,0.4165,0.0108,154,4400548479,won,1.22,1
11:42:24,JD100,1783338142,,4.284,DIGITUNDER,4,0.4165,0.0108,168,4400558799,won,1.22,1
11:42:27,JD100,1783338145,,4.283,DIGITOVER,5,0.4165,0.0108,163,4400562579,won,1.22,1
11:42:29,JD100,1783338146,,4.283,DIGITOVER,5,0.4165,0.0108,168,4400563519,lost,-1.0,1
11:42:31,JD100,1783338148,,4.282,DIGITOVER,5,0.4165,0.0108,170,4400565619,won,1.22,1
11:42:45,JD100,1783338163,,4.277,DIGITUNDER,4,0.4165,0.0108,156,4400586419,lost,-1.0,1
11:42:51,JD100,1783338169,,4.270,DIGITOVER,5,0.4165,0.0108,220,4400594439,won,1.22,1
11:42:56,JD100,1783338173,,4.268,DIGITUNDER,4,0.4165,0.0108,160,4400599939,lost,-1.0,1
11:42:59,JD100,1783338176,,4.270,DIGITOVER,5,0.4165,0.0108,147,4400603399,won,1.22,1
11:43:01,JD100,1783338177,,4.276,DIGITOVER,5,0.4165,0.0108,156,4400604819,lost,-1.0,1
11:43:23,JD100,1783338200,,4.265,DIGITUNDER,4,0.4165,0.0108,185,4400639019,won,1.22,1
11:43:25,JD100,1783338201,,4.265,DIGITUNDER,4,0.4165,0.0108,164,4400640219,lost,-1.0,1
11:43:43,JD100,1783338221,,4.273,DIGITUNDER,4,0.4165,0.0108,158,4400666879,won,1.22,1
11:43:48,JD100,1783338226,,4.268,DIGITOVER,5,0.4165,0.0108,178,4400675459,won,1.22,1
11:43:54,JD100,1783338232,,4.266,DIGITUNDER,4,0.4165,0.0108,198,4400682919,lost,-1.0,1
11:44:00,JD100,1783338237,,4.268,DIGITOVER,5,0.4165,0.0108,149,4400689879,lost,-1.0,1
11:44:05,JD100,1783338242,,4.261,DIGITUNDER,4,0.4165,0.0108,268,4400697959,lost,-1.0,1
11:44:09,JD100,1783338247,,4.259,DIGITUNDER,4,0.4165,0.0108,168,4400704159,won,1.22,1
11:44:13,JD100,1783338251,,4.269,DIGITOVER,5,0.4165,0.0108,173,4400709339,lost,-1.0,1
11:44:22,JD100,1783338260,,4.264,DIGITOVER,5,0.4165,0.0108,166,4400720739,won,1.22,1
11:44:36,JD100,1783338273,,4.265,DIGITUNDER,4,0.4165,0.0108,145,4400738379,lost,-1.0,1
11:44:38,JD100,1783338275,,4.267,DIGITUNDER,4,0.4165,0.0108,159,4400741259,lost,-1.0,1
11:44:40,JD100,1783338277,,4.268,DIGITUNDER,4,0.4165,0.0108,160,4400744039,won,1.22,1
11:44:46,JD100,1783338283,,4.265,DIGITOVER,5,0.4165,0.0108,171,4400752539,lost,-1.0,1
11:44:54,JD100,1783338291,,4.271,DIGITUNDER,4,0.4165,0.0108,183,4400762959,lost,-1.0,1
11:44:56,JD100,1783338293,,4.275,DIGITUNDER,4,0.4165,0.0108,156,4400765199,lost,-1.0,1
